-13|-4|4
-3|-4|4
-2|-4|4
-2|-4|-4
-2|-4|-5
-2|-6|-20
-2|-19|-20
-2|-17|-20
-2|-17|-20
9|-20|10
9|-20|10
9|-22|4
9|-22|4
9|-28|8
9|-28|8
9|-28|8
9|-28|8
9|-28|8
9|-28|8
14|-24|8
14|-24|8
47|-30|-23
47|-30|-23
73|-38|-44
73|-38|-44
86|-54|-65
86|-54|-65
103|-63|-91
103|-63|-91
115|-69|-114
115|-69|-114
122|-74|-146
122|-74|-146
136|-78|-184
136|-78|-184
148|-80|-225
148|-80|-225
153|-79|-257
153|-79|-257
154|-79|-283
154|-79|-283
160|-85|-308
160|-85|-308
170|-95|-328
170|-95|-328
182|-101|-340
182|-101|-340
187|-108|-341
187|-108|-341
193|-120|-341
193|-120|-341
212|-134|-334
212|-134|-334
226|-144|-322
226|-144|-322
243|-158|-297
243|-158|-297
271|-171|-236
271|-171|-236
279|-174|-184
279|-174|-184
285|-177|-96
285|-177|-96
257|-186|-8
257|-186|-8
206|-200|31
206|-200|31
168|-211|125
168|-211|125
126|-218|203
126|-218|203
87|-217|263
87|-217|263
41|-213|332
41|-213|332
41|-211|350
41|-211|350
-7|-211|350
-7|-211|350
-61|-209|350
-61|-209|350
-126|-198|330
-126|-198|330
-203|-173|285
-203|-173|285
-276|-167|229
-276|-167|229
-342|-178|160
-342|-178|160
-350|-203|77
-350|-203|77
-350|-229|77
-350|-229|77
-350|-243|-17
-350|-243|-17
-350|-253|-99
-350|-253|-99
-335|-255|-179
-335|-255|-179
-275|-260|-245
-275|-260|-245
-209|-274|-304
-209|-274|-304
-145|-292|-346
-145|-292|-346
-87|-305|-350
-87|-305|-350
-15|-308|-350
-15|-308|-350
-15|-294|-350
-15|-294|-350
30|-261|-350
30|-261|-350
72|-231|-350
72|-231|-350
117|-191|-350
117|-191|-350
157|-147|-330
157|-147|-330
183|-101|-301
183|-101|-301
203|-83|-266
203|-83|-266
227|-82|-223
227|-82|-223
246|-96|-180
246|-96|-180
262|-122|-136
262|-122|-136
276|-155|-96
276|-155|-96
289|-181|-56
289|-181|-56
303|-219|-6
303|-219|-6
312|-250|-6
312|-250|-6
308|-275|54
308|-275|54
293|-271|109
293|-271|109
265|-265|190
265|-265|190
208|-268|270
208|-268|270
158|-274|309
158|-274|309
95|-276|350
95|-276|350
30|-275|350
30|-275|350
30|-271|350
30|-271|350
-17|-265|350
-17|-265|350
-45|-263|350
-45|-263|350
-67|-262|350
-67|-262|350
-92|-262|350
-92|-262|350
-108|-261|350
-108|-261|350
-119|-262|337
-119|-262|337
-125|-266|294
-125|-266|294
-121|-276|240
-121|-276|240
-111|-286|172
-111|-286|172
-90|-294|86
-90|-294|86
-60|-296|86
-60|-296|86
-20|-282|-65
-20|-282|-65
-20|-265|-144
-20|-265|-144
-20|-241|-246
-20|-241|-246
26|-214|-316
26|-214|-316
39|-185|-334
39|-185|-334
45|-172|-346
45|-172|-346
60|-163|-350
60|-163|-350
83|-148|-350
83|-148|-350
102|-133|-341
102|-133|-341
111|-119|-327
111|-119|-327
111|-104|-290
111|-104|-290
91|-106|-234
91|-106|-234
61|-121|-173
61|-121|-173
2|-158|-36
2|-158|-36
2|-176|6
2|-176|6
-12|-192|122
-12|-192|122
-32|-193|226
-32|-193|226
-42|-183|317
-42|-183|317
-47|-181|350
-47|-181|350
-57|-185|350
-57|-185|350
-70|-185|350
-70|-185|350
-84|-195|350
-84|-195|350
-91|-212|350
-91|-212|350
-99|-241|337
-99|-241|337
-96|-276|304
-96|-276|304
-66|-313|246
-66|-313|246
-66|-322|145
-66|-322|145
37|-302|14
37|-302|14
110|-271|-74
110|-271|-74
168|-246|-205
168|-246|-205
195|-216|-328
195|-216|-328
191|-201|-350
191|-201|-350
187|-208|-350
187|-208|-350
182|-217|-350
182|-217|-350
176|-221|-350
176|-221|-350
174|-218|-350
174|-218|-350
174|-207|-350
174|-207|-350
173|-193|-350
173|-193|-350
157|-190|-314
157|-190|-314
110|-187|-271
110|-187|-271
28|-200|-196
28|-200|-196
28|-222|-119
28|-222|-119
-77|-227|-53
-77|-227|-53
-166|-219|-6
-166|-219|-6
-216|-216|-6
-216|-216|-6
-262|-211|-6
-262|-211|-6
-314|-181|-6
-314|-181|-6
-330|-163|7
-330|-163|7
-328|-144|12
-328|-144|12
-318|-129|17
-318|-129|17
-301|-128|15
-301|-128|15
-285|-136|10
-285|-136|10
-256|-152|5
-256|-152|5
-207|-160|6
-207|-160|6
-150|-159|9
-150|-159|9
-43|-152|8
-43|-152|8
26|-145|3
26|-145|3
122|-140|9
122|-140|9
211|-147|23
211|-147|23
270|-159|29
270|-159|29
286|-167|31
286|-167|31
304|-179|28
304|-179|28
315|-187|22
315|-187|22
322|-191|8
322|-191|8
326|-198|8
326|-198|8
320|-196|-19
320|-196|-19
305|-187|-80
305|-187|-80
270|-168|-171
270|-168|-171
213|-142|-282
213|-142|-282
180|-148|-334
180|-148|-334
112|-162|-350
112|-162|-350
53|-187|-350
53|-187|-350
31|-205|-350
31|-205|-350
33|-202|-350
33|-202|-350
39|-191|-350
39|-191|-350
42|-183|-350
42|-183|-350
41|-182|-350
41|-182|-350
8|-179|-350
8|-179|-350
-16|-179|-343
-16|-179|-343
-104|-188|-250
-104|-188|-250
-170|-192|-127
-170|-192|-127
-214|-171|-127
-214|-171|-127
-225|-134|108
-225|-134|108
-226|-93|222
-226|-93|222
-211|-51|266
-211|-51|266
-182|-3|240
-182|-3|240
-165|-3|192
-165|-3|192
-153|16|118
-153|16|118
-140|50|56
-140|50|56
-123|72|14
-123|72|14
-97|86|14
-97|86|14
-33|103|14
-33|103|14
21|129|-27
21|129|-27
95|160|-73
95|160|-73
126|172|-94
126|172|-94
134|155|-93
134|155|-93
134|129|-75
134|129|-75
139|99|-50
139|99|-50
153|84|-40
153|84|-40
165|81|-49
165|81|-49
164|74|-62
164|74|-62
143|52|-83
143|52|-83
120|11|-115
120|11|-115
87|11|-158
87|11|-158
54|-7|-196
54|-7|-196
38|-42|-225
38|-42|-225
16|-74|-252
16|-74|-252
16|-105|-277
16|-105|-277
16|-138|-306
16|-138|-306
16|-154|-308
16|-154|-308
-41|-166|-306
-41|-166|-306
-86|-161|-285
-86|-161|-285
-122|-136|-260
-122|-136|-260
-152|-81|-225
-152|-81|-225
-173|-5|-179
-173|-5|-179
-169|27|-116
-169|27|-116
-135|110|-48
-135|110|-48
-104|187|-48
-104|187|-48
-86|213|-48
-86|213|-48
-71|246|31
-71|246|31
-58|280|28
-58|280|28
-45|316|8
-45|316|8
-69|350|8
-69|350|8
-53|350|8
-53|350|8
-50|350|8
-50|350|8
-26|350|8
-26|350|8
-6|350|8
-6|350|8
-7|350|8
-7|350|8
-12|350|8
-12|350|8
-21|350|8
-21|350|8
-29|350|8
-29|350|8
-35|349|8
-35|349|8
-35|350|8
-32|350|8
-31|350|8
-24|350|8
-24|350|8
-12|350|8
-12|350|8
-11|350|8
-11|350|8
-10|350|8
-10|350|8
-11|350|8
-11|350|8
-12|350|8
-12|350|8
37|302|48
37|302|48
3|193|45
3|193|45
3|139|79
3|139|79
3|131|90
3|131|90
3|110|103
3|110|103
3|93|109
3|93|109
3|56|103
3|56|103
3|4|82
3|4|82
12|-7|58
12|-7|58
31|-65|36
31|-65|36
55|-154|8
55|-154|8
92|-275|8
92|-275|8
135|-344|8
135|-344|8
171|-350|8
171|-350|8
196|-350|2
196|-350|2
223|-350|10
223|-350|10
242|-350|20
242|-350|20
260|-350|35
260|-350|35
276|-350|46
276|-350|46
280|-350|51
280|-350|51
284|-350|62
284|-350|62
290|-350|82
290|-350|82
284|-350|92
284|-350|92
266|-350|86
266|-350|86
243|-346|72
243|-346|72
196|-298|54
196|-298|54
110|-169|59
110|-169|59
48|-31|46
48|-31|46
25|41|19
25|41|19
4|153|19
4|153|19
4|209|19
4|209|19
4|239|-11
4|239|-11
-18|257|-18
-18|257|-18
-45|270|-12
-45|270|-12
-73|276|-4
-73|276|-4
-81|277|-4
-81|277|-4
-83|271|-4
-83|271|-4
-77|253|-4
-77|253|-4
-60|225|-4
-60|225|-4
-24|185|-2
-24|185|-2
-3|137|-24
-3|137|-24
-3|103|-52
-3|103|-52
47|40|-94
47|40|-94
122|-5|-125
122|-5|-125
174|-99|-141
174|-99|-141
221|-202|-148
221|-202|-148
258|-313|-145
258|-313|-145
283|-348|-111
283|-348|-111
310|-350|-93
310|-350|-93
321|-350|-83
321|-350|-83
329|-350|-71
329|-350|-71
335|-350|-61
335|-350|-61
338|-350|-46
338|-350|-46
341|-350|-20
341|-350|-20
328|-350|-20
328|-350|-20
316|-350|5
316|-350|5
304|-350|66
304|-350|66
300|-350|112
300|-350|112
307|-350|144
307|-350|144
325|-350|151
325|-350|151
320|-325|159
320|-325|159
291|-243|187
291|-243|187
269|-172|194
269|-172|194
256|-117|174
256|-117|174
254|-107|160
254|-107|160
254|-86|148
254|-86|148
251|-23|144
251|-23|144
249|13|131
249|13|131
248|99|101
248|99|101
220|167|66
220|167|66
178|214|45
178|214|45
128|263|34
128|263|34
60|312|20
60|312|20
19|344|7
19|344|7
19|350|7
19|350|7
19|350|7
19|350|7
19|350|7
19|350|7
19|350|7
19|350|7
-15|350|7
-15|350|7
-40|347|7
-40|347|7
-54|344|7
-54|344|7
-54|338|7
-54|338|7
-53|334|7
-53|334|7
-55|329|7
-55|329|7
-58|326|7
-58|326|7
-56|321|7
-56|321|7
-46|313|7
-46|313|7
-20|304|7
-20|304|7
-13|296|7
-13|296|7
-3|276|7
-3|276|7
-3|233|7
-3|233|7
-24|190|-20
-24|190|-20
-32|143|-32
-32|143|-32
-31|85|-33
-31|85|-33
-40|29|-28
-40|29|-28
-55|-10|-14
-55|-10|-14
-78|-111|-14
-78|-111|-14
-114|-215|-14
-114|-215|-14
-147|-321|-14
-147|-321|-14
-169|-350|-14
-169|-350|-14
-171|-350|-14
-171|-350|-14
-175|-350|-12
-175|-350|-12
-190|-350|-37
-190|-350|-37
-210|-350|-77
-210|-350|-77
-225|-350|-113
-225|-350|-113
-216|-350|-150
-216|-350|-150
-211|-341|-168
-211|-341|-168
-215|-334|-174
-215|-334|-174
-222|-332|-174
-222|-332|-174
-225|-332|-173
-225|-332|-173
-228|-324|-155
-228|-324|-155
-253|-305|-83
-253|-305|-83
-280|-289|-83
-280|-289|-83
-262|-252|114
-262|-252|114
-221|-212|235
-221|-212|235
-182|-217|298
-182|-217|298
-149|-223|341
-149|-223|341
-107|-224|350
-107|-224|350
-66|-222|350
-66|-222|350
-23|-225|350
-23|-225|350
-23|-233|350
-23|-233|350
26|-239|350
26|-239|350
97|-243|350
97|-243|350
172|-242|309
172|-242|309
227|-236|244
227|-236|244
272|-230|175
272|-230|175
306|-232|107
306|-232|107
339|-245|16
339|-245|16
350|-248|-43
350|-248|-43
337|-232|-161
337|-232|-161
301|-227|-269
301|-227|-269
263|-230|-312
263|-230|-312
224|-234|-347
224|-234|-347
208|-238|-350
208|-238|-350
191|-235|-350
191|-235|-350
178|-231|-350
178|-231|-350
147|-223|-350
147|-223|-350
97|-207|-350
97|-207|-350
32|-198|-350
32|-198|-350
32|-192|-350
32|-192|-350
-52|-178|-350
-52|-178|-350
-141|-160|-310
-141|-160|-310
-217|-125|-225
-217|-125|-225
-259|-78|-119
-259|-78|-119
-253|-24|-2
-253|-24|-2
-217|-24|55
-217|-24|55
-174|26|144
-174|26|144
-126|67|201
-126|67|201
-95|94|210
-95|94|210
-62|133|177
-62|133|177
-36|169|107
-36|169|107
-10|205|44
-10|205|44
-10|233|23
-10|233|23
-10|225|36
-10|225|36
28|191|81
28|191|81
70|157|111
70|157|111
132|115|131
132|115|131
187|67|145
187|67|145
221|23|149
221|23|149
